phrase,count,source,seed,cluster,intent,intent_label,intent_legacy,service_fit,priority
роскомнадзор это что за организация,260,similar,компания по внедрению ии,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
битрикс 24 регистрация бесплатно,258,similar,внедрение битрикс24,bitrix24,negative,Негатив / шум,irrelevant,skip,P0-skip
ооо мое дело что это за организация,256,similar,компания по внедрению ии,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
б24 битрикс,250,similar,автоматизация битрикс24,bitrix24,negative,Негатив / шум,irrelevant,skip,P0-skip
прейскурант цен лексическая ошибка,239,similar,стоимость внедрения ии,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
ксир что это за организация,239,similar,компания по внедрению ии,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
программа битрикс 24 что это как работать,114,similar,интеграция битрикс24 1с,bitrix24,informational,Информационный,informational,blog,P4-blog
купи продай ру официальный сайт,214,similar,автоматизация отдела продаж,automation-sales,negative,Негатив / шум,irrelevant,skip,P0-skip
пробить инн по паспорту,211,similar,распознавание документов 1с,1c,negative,Негатив / шум,irrelevant,skip,P0-skip
битрикс 24 десктоп,205,similar,интеграция битрикс24 1с,bitrix24,negative,Негатив / шум,irrelevant,skip,P0-skip
1с распознавание документов как работает,93,popular,распознавание документов 1с,1c,informational,Информационный,informational,blog,P4-blog
эдо комплексная автоматизация,190,popular,автоматизация эдо,automation-processes,negative,Негатив / шум,product_1c,skip,P0-skip
https mail yandex ru touch folder 1,199,similar,приватный llm,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
1с распознавание документов как подключить,85,popular,распознавание документов 1с,1c,informational,Информационный,informational,blog,P4-blog
распознавание документов в 1с 8.3 бухгалтерия,179,popular,распознавание документов 1с,1c,negative,Негатив / шум,product_1c,skip,P0-skip
где посмотреть идентификатор эдо в контур диадок,187,similar,распознавание документов 1с,1c,negative,Негатив / шум,irrelevant,skip,P0-skip
аис умный город,184,similar,автоматизация amocrm,amocrm,negative,Негатив / шум,irrelevant,skip,P0-skip
франчайзинг что это такое простыми словами,182,similar,генерация коммерческих предложений,automation-sales,negative,Негатив / шум,irrelevant,skip,P0-skip
данная установка запрещена политикой заданной системным администратором,182,similar,внедрение ии под ключ,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
ао пко цду что это за организация,178,similar,компания по внедрению ии,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
ркн что это за организация,167,similar,корпоративный rag,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
moskow или moscow как правильно,156,similar,внедрение ии москва,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
1с распознавание первичных документов как подключить,41,popular,распознавание документов 1с,1c,informational,Информационный,informational,blog,P4-blog
распознаватель текста онлайн pdf в word,147,similar,распознавание документов 1с,1c,negative,Негатив / шум,irrelevant,skip,P0-skip
распознавание документов 1с бесплатно,32,popular,распознавание документов 1с,1c,informational,Информационный,informational,blog,P4-blog
обучение внедрению crm,22,popular,внедрение crm,crm,informational,Информационный,informational,blog,P4-blog
как настроить распознавание документов в 1с,20,popular,распознавание документов 1с,1c,informational,Информационный,informational,blog,P4-blog
crm внедрение примеры,16,popular,внедрение crm,crm,informational,Информационный,informational,blog,P4-blog
отзывы про crm внедрение,16,popular,внедрение crm,crm,informational,Информационный,informational,blog,P4-blog
либерализация цен это,117,similar,стоимость внедрения ии,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
eks moscow rus что это,107,similar,внедрение ии москва,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
айди в сбисе где посмотреть свой,104,similar,распознавание документов 1с,1c,negative,Негатив / шум,irrelevant,skip,P0-skip
сервис распознавание документов в 1с бухгалтерия,84,popular,распознавание документов 1с,1c,negative,Негатив / шум,product_1c,skip,P0-skip
автоматизация бухгалтерских документов,83,popular,автоматизация документов,automation-documents,negative,Негатив / шум,product_1c,skip,P0-skip
как совершать покупки в аппсторе сейчас,90,similar,автоматизация отдела продаж,automation-sales,negative,Негатив / шум,irrelevant,skip,P0-skip
где в 1с распознавание документов,77,popular,распознавание документов 1с,1c,negative,Негатив / шум,product_1c,skip,P0-skip
комплексная автоматизация документооборот,72,popular,автоматизация документооборота,automation-documents,negative,Негатив / шум,product_1c,skip,P0-skip
ym t moscow rus что это,82,similar,внедрение ии москва,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
yagodka mmm приват,82,similar,приватный llm,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
распознание текста из пдф в ворд,78,similar,распознавание документов 1с,1c,negative,Негатив / шум,irrelevant,skip,P0-skip
амо црм войти,76,similar,автоматизация amocrm,amocrm,negative,Негатив / шум,irrelevant,skip,P0-skip
young and yandex стажировка,74,similar,приватный llm,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
распознавание документов в 1с 8.3 бухгалтерия стоимость,44,popular,распознавание документов 1с,1c,negative,Негатив / шум,product_1c,skip,P0-skip
комплексная автоматизация crm,44,popular,автоматизация crm,crm,negative,Негатив / шум,product_1c,skip,P0-skip
комплексная автоматизация перепроведение документов,37,popular,автоматизация документов,automation-documents,negative,Негатив / шум,product_1c,skip,P0-skip
1с документооборот комплексная автоматизация,35,popular,автоматизация документооборота,automation-documents,negative,Негатив / шум,product_1c,skip,P0-skip
1с комплексная автоматизация crm,28,popular,автоматизация crm,crm,negative,Негатив / шум,product_1c,skip,P0-skip
1с распознавание первичных документов 1с рпд,27,popular,распознавание документов 1с,1c,negative,Негатив / шум,irrelevant,skip,P0-skip
1с erp распознавание документов,26,popular,распознавание документов 1с,1c,negative,Негатив / шум,product_1c,skip,P0-skip
1с бухгалтерия распознавание первичных документов,20,popular,распознавание документов 1с,1c,negative,Негатив / шум,product_1c,skip,P0-skip
настройка эдо 1с комплексная автоматизация,10,popular,автоматизация эдо,automation-processes,negative,Негатив / шум,product_1c,skip,P0-skip
